customer_id,NUMBER_OF_LOANS,SHORT_TERM_COUNT,MID_TERM_COUNT,LONG_TERM_COUNT,OUTSTANDING_BAL_ALL_CURRENT,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,NUM_NEW_LOAN_TAKEN_9M,NUM_NEW_LOAN_TAKEN_12M,NUM_NEW_LOAN_TAKEN_BANK_3M,NUM_NEW_LOAN_TAKEN_BANK_6M,NUM_NEW_LOAN_TAKEN_BANK_9M,NUM_NEW_LOAN_TAKEN_BANK_12M,NUM_NEW_LOAN_TAKEN_NON_BANK_3M,NUM_NEW_LOAN_TAKEN_NON_BANK_6M,NUM_NEW_LOAN_TAKEN_NON_BANK_9M,NUM_NEW_LOAN_TAKEN_NON_BANK_12M,ENQUIRIES_3M,ENQUIRIES_12M,CREDIT_CARD_MONTH_SINCE_10DPD,CREDIT_CARD_MONTH_SINCE_30DPD,CREDIT_CARD_MONTH_SINCE_60DPD,CREDIT_CARD_MONTH_SINCE_90DPD,CREDIT_CARD_MONTH_SINCE_10DPD_FLAG,CREDIT_CARD_MONTH_SINCE_30DPD_FLAG,CREDIT_CARD_MONTH_SINCE_60DPD_FLAG,CREDIT_CARD_MONTH_SINCE_90DPD_FLAG,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT
10375,4.0,1.0,4.0,,560.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
268,4.0,4.0,1.0,1.0,80.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,12.0,17.0,,,,,,0.0,0.0,,1.0
8623,,4.0,1.0,1.0,520.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,,0.0,1.0
8962,7.0,7.0,1.0,1.0,620.0,,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,7.0,37.0,,,,,,,0.0,0.0,1.0
4206,7.0,7.0,1.0,1.0,140.0,4.0,7.0,,7.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,,12.0,,,,,0.0,0.0,,0.0,1.0
14092,7.0,7.0,1.0,1.0,170.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
723,4.0,,,1.0,90.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,4.0,4.0,7.0,7.0,,,,,,0.0,0.0,,1.0
21827,10.0,7.0,4.0,1.0,200.0,4.0,,7.0,10.0,4.0,4.0,7.0,10.0,4.0,4.0,,10.0,22.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
16398,,13.0,1.0,1.0,230.0,4.0,,10.0,,4.0,7.0,10.0,10.0,4.0,7.0,,10.0,7.0,7.0,,,,,0.0,,0.0,0.0,1.0
3161,7.0,7.0,1.0,,,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,12.0,12.0,,,,,0.0,,0.0,0.0,1.0
1215,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,52.0,,,,,0.0,0.0,,0.0,1.0
4409,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
15071,16.0,10.0,7.0,1.0,650.0,7.0,16.0,19.0,19.0,7.0,16.0,19.0,19.0,7.0,16.0,19.0,19.0,27.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
5970,10.0,7.0,4.0,1.0,370.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,4.0,7.0,7.0,7.0,7.0,7.0,,,,,,,0.0,0.0,1.0
17964,7.0,,7.0,1.0,660.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,
24036,4.0,4.0,,1.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
2201,4.0,4.0,1.0,1.0,40.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
13579,10.0,4.0,4.0,4.0,10170.0,4.0,7.0,10.0,,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,27.0,82.0,,,,,0.0,0.0,,,1.0
22988,4.0,4.0,1.0,1.0,260.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
980,13.0,7.0,7.0,1.0,410.0,7.0,7.0,10.0,13.0,7.0,7.0,10.0,13.0,7.0,7.0,10.0,13.0,37.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
20357,10.0,7.0,4.0,1.0,670.0,1.0,7.0,10.0,,1.0,7.0,10.0,,1.0,7.0,10.0,10.0,7.0,,,,,,,0.0,,0.0,
19000,7.0,4.0,4.0,1.0,350.0,1.0,,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,
22576,13.0,10.0,4.0,1.0,720.0,4.0,13.0,13.0,13.0,4.0,13.0,13.0,13.0,4.0,,13.0,13.0,12.0,47.0,,,,,0.0,0.0,0.0,0.0,1.0
17525,7.0,7.0,1.0,1.0,260.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
15236,10.0,10.0,,1.0,1200.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,10.0,37.0,57.0,,,,,0.0,0.0,0.0,0.0,1.0
20360,7.0,4.0,4.0,1.0,900.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
14622,7.0,7.0,1.0,1.0,610.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,,4.0,7.0,,,37.0,,,,,0.0,,0.0,0.0,1.0
2173,10.0,4.0,7.0,1.0,1180.0,4.0,10.0,10.0,13.0,4.0,10.0,10.0,13.0,4.0,10.0,10.0,13.0,12.0,37.0,,,,,,0.0,0.0,0.0,1.0
18729,4.0,4.0,1.0,1.0,190.0,1.0,4.0,4.0,4.0,1.0,,4.0,4.0,1.0,4.0,,4.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
20051,16.0,7.0,,1.0,750.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,,32.0,,,,,0.0,0.0,0.0,0.0,1.0
2391,4.0,4.0,1.0,1.0,50.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,,0.0,1.0
2094,4.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
1107,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,32.0,97.0,,,,,0.0,0.0,0.0,0.0,1.0
24503,19.0,4.0,,1.0,1360.0,4.0,4.0,13.0,16.0,4.0,4.0,13.0,16.0,4.0,4.0,,16.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
18851,7.0,7.0,,1.0,,4.0,7.0,7.0,7.0,4.0,7.0,7.0,,4.0,7.0,7.0,7.0,17.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
18699,7.0,7.0,1.0,1.0,250.0,,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
24174,13.0,13.0,1.0,1.0,540.0,,13.0,13.0,13.0,10.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
13427,4.0,1.0,4.0,,380.0,1.0,1.0,4.0,,1.0,1.0,4.0,4.0,,1.0,4.0,,27.0,37.0,,,,,0.0,,0.0,0.0,1.0
7495,7.0,,1.0,1.0,160.0,4.0,7.0,10.0,10.0,,7.0,10.0,10.0,4.0,7.0,10.0,10.0,7.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
734,4.0,1.0,,,220.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12.0,,,,,0.0,0.0,0.0,0.0,1.0
6973,13.0,7.0,7.0,1.0,770.0,4.0,7.0,13.0,13.0,4.0,7.0,13.0,,4.0,7.0,13.0,13.0,12.0,32.0,,,,,0.0,0.0,,0.0,1.0
8620,7.0,7.0,1.0,1.0,110.0,1.0,1.0,4.0,,1.0,1.0,4.0,4.0,1.0,,4.0,,7.0,22.0,,,,,0.0,0.0,0.0,,1.0
2218,4.0,4.0,1.0,1.0,10.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,
13582,13.0,1.0,13.0,1.0,630.0,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,12.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
21622,,10.0,1.0,1.0,110.0,4.0,7.0,,10.0,4.0,7.0,10.0,10.0,,7.0,10.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
23987,,4.0,1.0,4.0,18890.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
15265,10.0,10.0,1.0,1.0,130.0,1.0,7.0,10.0,10.0,,7.0,10.0,10.0,1.0,7.0,10.0,10.0,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
23028,4.0,,,1.0,380.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
4196,4.0,4.0,1.0,1.0,60.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,7.0,7.0,,,,,,0.0,0.0,,1.0
9041,7.0,7.0,1.0,1.0,150.0,1.0,4.0,,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
18913,,4.0,1.0,1.0,10.0,1.0,1.0,,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
12915,4.0,4.0,1.0,,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
24787,7.0,7.0,1.0,1.0,110.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
7436,,7.0,1.0,1.0,80.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
19415,10.0,4.0,7.0,1.0,410.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,12.0,32.0,,,,,0.0,,0.0,0.0,1.0
25373,13.0,10.0,4.0,1.0,1520.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,22.0,72.0,,,,,0.0,0.0,0.0,0.0,
16274,7.0,1.0,7.0,1.0,1690.0,1.0,,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,,4.0,7.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
16485,10.0,4.0,7.0,1.0,360.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,,1.0,1.0,4.0,,32.0,,,,,,,0.0,,0.0,1.0
8734,7.0,7.0,1.0,1.0,30.0,1.0,,4.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,7.0,22.0,,,,,0.0,0.0,,0.0,1.0
16931,13.0,10.0,4.0,1.0,,4.0,7.0,7.0,13.0,4.0,7.0,7.0,13.0,,7.0,7.0,,7.0,12.0,,,,,0.0,0.0,,0.0,1.0
7330,13.0,10.0,4.0,1.0,260.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,4.0,7.0,7.0,10.0,22.0,22.0,,,,,0.0,0.0,,,1.0
1660,,4.0,1.0,1.0,20.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
9159,16.0,7.0,10.0,1.0,1290.0,4.0,7.0,,7.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,27.0,,,,,,0.0,0.0,0.0,0.0,1.0
25030,,16.0,7.0,1.0,1150.0,10.0,19.0,19.0,,10.0,19.0,19.0,19.0,10.0,19.0,19.0,19.0,27.0,102.0,,,,,0.0,0.0,0.0,,1.0
19602,7.0,7.0,1.0,1.0,40.0,1.0,,7.0,7.0,,7.0,7.0,7.0,1.0,7.0,7.0,7.0,,7.0,,,,,0.0,0.0,0.0,0.0,1.0
17871,7.0,1.0,4.0,,5460.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,,27.0,32.0,,,,,0.0,0.0,0.0,0.0,
2428,4.0,4.0,1.0,1.0,130.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,7.0,7.0,,,,,,0.0,0.0,,1.0
5455,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
23403,10.0,4.0,7.0,1.0,660.0,1.0,1.0,,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,7.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
2390,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,,,,,,0.0,0.0,,0.0,1.0
17958,7.0,7.0,1.0,1.0,60.0,4.0,4.0,7.0,,4.0,4.0,7.0,7.0,4.0,4.0,7.0,,27.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
12028,10.0,10.0,1.0,1.0,230.0,7.0,,10.0,10.0,7.0,10.0,,10.0,,,10.0,10.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
9518,7.0,7.0,1.0,1.0,110.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,,,,,,,0.0,0.0,0.0,0.0,1.0
23317,4.0,1.0,4.0,1.0,1150.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,17.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
19643,,4.0,1.0,1.0,120.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,7.0,,,,,0.0,,0.0,0.0,1.0
17412,10.0,10.0,1.0,1.0,140.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,,1.0
22774,10.0,,7.0,1.0,,4.0,,10.0,10.0,4.0,,10.0,10.0,4.0,7.0,10.0,10.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
1124,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
4372,4.0,4.0,1.0,1.0,90.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,,1.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
3892,7.0,7.0,1.0,1.0,50.0,4.0,7.0,,7.0,,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,,,,,,0.0,0.0,0.0,0.0,
12682,13.0,7.0,7.0,1.0,290.0,7.0,10.0,,13.0,7.0,10.0,10.0,13.0,7.0,10.0,10.0,13.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,
1656,4.0,4.0,1.0,,80.0,1.0,1.0,1.0,4.0,1.0,,1.0,4.0,1.0,1.0,1.0,4.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
17161,10.0,4.0,7.0,1.0,5730.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,,4.0,4.0,4.0,22.0,77.0,,,,,,,0.0,,1.0
12261,10.0,10.0,1.0,1.0,230.0,1.0,4.0,7.0,10.0,1.0,4.0,7.0,10.0,1.0,4.0,7.0,10.0,42.0,72.0,,,,,0.0,0.0,0.0,0.0,1.0
16026,7.0,7.0,1.0,1.0,190.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,,,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,
1387,1.0,,1.0,,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,,,,,0.0,,0.0,0.0,1.0
20227,4.0,1.0,4.0,1.0,1540.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,22.0,22.0,,,,,0.0,0.0,0.0,,1.0
17860,19.0,13.0,7.0,1.0,1040.0,7.0,13.0,13.0,19.0,7.0,13.0,13.0,19.0,7.0,,13.0,19.0,17.0,22.0,,,,,0.0,,0.0,0.0,1.0
20895,4.0,1.0,4.0,1.0,70.0,1.0,1.0,,,,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,,
15350,10.0,10.0,1.0,1.0,,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,,22.0,,,,,0.0,0.0,0.0,0.0,
7987,10.0,10.0,1.0,1.0,200.0,1.0,4.0,7.0,10.0,,4.0,7.0,10.0,1.0,4.0,7.0,10.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
17491,7.0,4.0,4.0,1.0,740.0,4.0,,7.0,10.0,4.0,7.0,7.0,,4.0,7.0,7.0,10.0,17.0,42.0,,,,,0.0,0.0,0.0,0.0,1.0
15244,4.0,4.0,1.0,1.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,12.0,,,,,0.0,,0.0,0.0,1.0
23289,16.0,13.0,4.0,1.0,1180.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,7.0,13.0,13.0,16.0,17.0,17.0,,,,,0.0,,0.0,0.0,1.0
10714,10.0,10.0,1.0,1.0,100.0,7.0,10.0,10.0,10.0,,10.0,10.0,10.0,7.0,10.0,10.0,,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
6979,19.0,4.0,,,3890.0,4.0,4.0,7.0,10.0,4.0,4.0,7.0,10.0,,4.0,7.0,10.0,7.0,27.0,,,,,0.0,0.0,0.0,0.0,1.0
1317,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,1.0
3811,4.0,1.0,4.0,1.0,,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,,1.0,1.0,4.0,7.0,37.0,,,,,,0.0,0.0,0.0,1.0
10364,,1.0,4.0,,590.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,12.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
19338,10.0,,1.0,1.0,320.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,,7.0,10.0,10.0,10.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
14801,19.0,16.0,4.0,1.0,970.0,16.0,,22.0,22.0,16.0,22.0,22.0,22.0,,22.0,22.0,22.0,32.0,,,,,,0.0,0.0,0.0,0.0,1.0
2499,,4.0,4.0,1.0,,1.0,7.0,7.0,7.0,1.0,,,7.0,1.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
19363,7.0,7.0,1.0,1.0,160.0,4.0,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,
1698,,7.0,1.0,1.0,380.0,4.0,7.0,10.0,10.0,4.0,7.0,10.0,10.0,4.0,,10.0,,7.0,17.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,13.0
6255,4.0,4.0,1.0,1.0,150.0,,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
18246,7.0,7.0,1.0,1.0,80.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,4.0,4.0,7.0,7.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
9394,13.0,4.0,10.0,1.0,560.0,,7.0,7.0,7.0,1.0,,7.0,7.0,1.0,7.0,7.0,7.0,,17.0,,,,,0.0,0.0,0.0,0.0,
21618,,7.0,,1.0,570.0,7.0,10.0,13.0,,7.0,10.0,13.0,13.0,7.0,10.0,13.0,13.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
3563,4.0,4.0,1.0,1.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
11376,4.0,,1.0,4.0,3800.0,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,17.0,17.0,,,,,0.0,,0.0,0.0,1.0
12893,4.0,4.0,1.0,1.0,10.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,7.0,12.0,,,,,0.0,,0.0,0.0,1.0
4094,7.0,4.0,4.0,1.0,160.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,7.0,32.0,32.0,,,,,0.0,0.0,0.0,,1.0
4599,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7.0,27.0,,,,,0.0,0.0,,0.0,1.0
9504,10.0,4.0,,1.0,550.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,1.0,4.0,7.0,7.0,17.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
17142,4.0,4.0,1.0,1.0,1110.0,1.0,1.0,4.0,,1.0,1.0,4.0,,,1.0,4.0,4.0,27.0,37.0,,,,,0.0,0.0,0.0,0.0,1.0
15657,7.0,7.0,,1.0,140.0,7.0,10.0,10.0,10.0,7.0,,10.0,,,10.0,10.0,10.0,7.0,,,,,,0.0,0.0,0.0,0.0,1.0
10516,,7.0,1.0,1.0,80.0,1.0,4.0,,7.0,1.0,,,,1.0,4.0,7.0,7.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
13313,7.0,1.0,4.0,4.0,5600.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,17.0,,,,,0.0,,,,1.0
21576,7.0,7.0,1.0,1.0,230.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
3069,4.0,1.0,4.0,1.0,450.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,17.0,,,,,,0.0,0.0,0.0,0.0,1.0
16913,7.0,7.0,1.0,1.0,70.0,4.0,7.0,7.0,7.0,4.0,,7.0,7.0,4.0,,7.0,7.0,7.0,,,,,,0.0,0.0,,0.0,43.0
11813,4.0,1.0,4.0,1.0,330.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,0.0,0.0,1.0
20069,7.0,7.0,1.0,1.0,60.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,7.0,7.0,,,,,0.0,0.0,,0.0,
5822,10.0,10.0,1.0,1.0,260.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,7.0,7.0,,,,,,0.0,0.0,0.0,1.0
8545,10.0,10.0,1.0,1.0,160.0,,4.0,10.0,10.0,1.0,4.0,10.0,10.0,,4.0,10.0,10.0,12.0,,,,,,0.0,0.0,0.0,0.0,1.0
20785,13.0,10.0,4.0,1.0,1330.0,,13.0,16.0,16.0,10.0,13.0,16.0,16.0,10.0,,16.0,16.0,22.0,92.0,,,,,0.0,0.0,,0.0,1.0
23113,7.0,7.0,1.0,1.0,30.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,0.0,0.0,0.0,,1.0
14950,13.0,,4.0,,,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,10.0,10.0,13.0,13.0,17.0,17.0,,,,,0.0,0.0,,0.0,1.0
14393,10.0,4.0,7.0,1.0,740.0,7.0,7.0,,7.0,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
10605,,10.0,1.0,,190.0,1.0,4.0,7.0,10.0,1.0,4.0,7.0,10.0,1.0,4.0,7.0,10.0,12.0,12.0,,,,,0.0,0.0,0.0,0.0,
1404,4.0,4.0,1.0,1.0,40.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,0.0,0.0,0.0,0.0,1.0
16852,4.0,4.0,1.0,1.0,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,22.0,27.0,,,,,0.0,,0.0,0.0,1.0
20739,,4.0,10.0,,7740.0,4.0,7.0,7.0,10.0,4.0,,7.0,10.0,4.0,7.0,7.0,10.0,7.0,12.0,,,,,0.0,0.0,0.0,0.0,1.0
16321,7.0,4.0,4.0,1.0,1510.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,17.0,52.0,,,,,0.0,0.0,0.0,0.0,1.0
5996,16.0,7.0,10.0,1.0,1060.0,4.0,7.0,16.0,16.0,4.0,,16.0,,4.0,7.0,16.0,16.0,,12.0,,,,,0.0,0.0,0.0,0.0,
8111,4.0,4.0,1.0,1.0,30.0,,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,,7.0,,,,,0.0,0.0,0.0,0.0,1.0
132,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,
18232,22.0,16.0,7.0,,1060.0,7.0,16.0,16.0,19.0,7.0,16.0,16.0,19.0,7.0,,16.0,19.0,12.0,22.0,,,,,0.0,0.0,0.0,0.0,1.0
733,4.0,1.0,4.0,1.0,110.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,12.0,17.0,,,,,0.0,0.0,0.0,0.0,1.0
